cow_id,bull_id
RU00000080388,US00000000795
RU00000050287,US00000003507
US00000062292,US00000000795
GB00000017272,US00000000795
GB00000044764,US00000003507
NL00000034049,US00000000795
RU00000007099,US00000000795
DE00000021286,US00000000795
US00000025191,US00000000795
FR00000027263,US00000000795
RU00000025605,US00000000795
FR00000019139,US00000000795
GB00000004333,US00000000795
GB00000026941,US00000003013
FR00000013114,US00000000795
US00000056066,US00000000795
US00000041039,US00000000795
RU00000011668,US00000000795
GB00000026868,US00000000795
GB00000034739,US00000000795
US00000090928,US00000000795
GB00000025959,US00000000795
DE00000018664,US00000000795
GB00000045915,US00000000795
RU00000040845,US00000000795
RU00000075745,US00000000795
NL00000040352,US00000000795
GB00000034388,US00000000795
NL00000034406,US00000000795
GB00000019145,US00000003507
US00000033102,US00000000795
DE00000044040,US00000003507
DE00000027499,US00000003507
RU00000067259,US00000000795
DE00000006740,US00000000795
DE00000081452,US00000000795
DE00000041842,US00000000795
NL00000013126,US00000000795
US00000048356,US00000000795
NL00000011517,US00000000795
RU00000035794,US00000000795
RU00000009432,US00000000795
FR00000031361,US00000003507
GB00000021999,US00000000795
DE00000017167,US00000003507
FR00000005459,US00000003507
GB00000018406,US00000003507
